rt_name,foldability_score,foldability_confidence,foldability_failure_reason,foldability_plddt_mean,foldability_plddt_core,foldability_high_conf_frac,foldability_low_conf_frac,foldability_longest_conf_segment,foldability_contact_density,foldability_thermo_37,foldability_solubility,foldability_instability,fusion_compat_score,fusion_compat_confidence,fusion_compat_failure_reason,fusion_compat_clash_score,fusion_compat_alignment_quality,fusion_compat_active_site_access,fusion_compat_linker_feasibility,fusion_compat_size_penalty,substrate_binding_score,substrate_binding_confidence,substrate_binding_failure_reason,substrate_binding_patch_detected,substrate_binding_patch_positive_density,substrate_binding_patch_exposure,substrate_binding_patch_size,substrate_binding_patch_contiguity,substrate_binding_active_site_proximity,catalytic_score,catalytic_confidence,catalytic_failure_reason,catalytic_acidic_cluster_detected,catalytic_acidic_cluster_compactness,catalytic_acidic_cluster_exposure,catalytic_catalytic_neighborhood,catalytic_motif_context,catalytic_esm_if_quality,processivity_score,processivity_confidence,processivity_failure_reason,processivity_path_detected,processivity_path_positive_density,processivity_path_extension,processivity_path_catalytic_proximity,processivity_thumb_support,processivity_structural_sim
Bel-RT,0.0008424648610331855,1.0,Low global pLDDT,0.009495689655172414,0.009493396226415094,0.0,0.0,0.0,0.7048891806280593,0.6883999999999999,0.39370351251110797,0.5011901917175452,0.376786131882007,0.5929634687924057,Likely steric incompatibility with Cas9 context,0.3258644724494817,0.1883419104034792,0.6486965718605371,0.2231156611825466,1.0,0.947378839118277,0.9454059751685254,,1.0,0.9968587867151706,0.8320183851339245,0.9706877692486436,0.8411308951190848,0.9702660133153196,0.8548373776578946,0.9953135062310728,,1.0,0.9855800191725316,0.847739664244691,0.6235111868294204,0.8414540942741127,0.9190970521843689,0.6853767386744032,0.8428923721019653,,1.0,0.8765329524347759,0.5165919141598934,0.9462500396763852,0.4847446535728701,0.5
CHLRE,0.0007635786363725894,1.0,Low global pLDDT,0.00796866485013624,0.008300305810397554,0.0,0.0,0.0,0.6670389421028468,0.8951,0.15604167452680556,0.33721675986427774,0.19289799419956433,0.555910076477256,Likely steric incompatibility with Cas9 context,0.05032204853579263,0.15465480962862846,0.576516837449246,0.2978735398005949,1.0,0.8396182426074832,0.8695734895365469,,1.0,0.9968587867151706,0.598687660112452,0.9706877692486436,0.8411308951190848,0.737249294444494,0.5689757484966268,0.7725,Catalytic cluster geometry not convincing,0.3,1.0,0.8807970779778823,0.7102611464481597,0.15,0.36861802726659904,0.7187654909626785,0.9906337013816758,,1.0,0.5853112175797617,0.9711806196359257,0.6859412385301547,0.8019145432707748,0.5
FoxC-RT,0.0007166746564085905,1.0,Low global pLDDT,0.005863117870722433,0.006059465020576132,0.0,0.0,0.0,0.5856490997989546,0.6777,0.5909978580383981,0.266135761437669,0.22037473957694262,0.5807590856339195,Likely steric incompatibility with Cas9 context,0.10072764281837161,0.14793530594537385,0.6542335101515393,0.12136832893135759,1.0,0.8872959307918746,0.9729688736394753,,1.0,0.9968587867151706,0.9168273035060777,0.9706877692486436,0.8411308951190848,0.6345418243956288,0.7388155079523917,0.9969901107881324,,1.0,0.9907388024250229,0.8433729798182608,0.7582164511514605,0.40000000011182435,0.30323290985820006,0.7188439657776402,0.992295926026491,,1.0,0.8942587414290022,0.9762951570045874,0.3580857380431865,0.9022712344960109,0.5
Gate-RT,0.0008230785947674033,1.0,Low global pLDDT,0.009139961759082217,0.00919254658385093,0.0,0.0,0.0,0.6836408295660173,0.7271000000000001,0.4619608946897345,0.2713390501194261,0.6169261278104301,0.5972994356497079,,0.8484711052331093,0.17850122576931246,0.6709257332298529,0.6387084667099722,1.0,0.9574621307057017,0.9612590503428117,,1.0,0.9968587867151706,0.8807970779778823,0.9706877692486436,0.8411308951190848,0.96635679843314,0.8668232396186125,1.0,,1.0,1.0,0.6528330882088768,0.8655297808969444,0.9715551376669406,0.7720930849733071,0.7854599121363359,0.9436852332081189,,1.0,0.7984551187272498,0.8267237944865198,0.9999192138951202,0.8205989816037845,0.5
Gypsy-RT,0.0008070619247198646,1.0,Low global pLDDT,0.008931130063965885,0.009145687645687645,0.0,0.0,0.0,0.682999465789909,0.4074,0.56769722224808,0.5856860595421237,0.39451996407307416,0.6525218359411143,Likely steric incompatibility with Cas9 context,0.2507380187984987,0.18668300302803037,0.8205222425180108,0.3810869530750938,1.0,0.9513982669486563,0.9454059751685254,,1.0,0.9968587867151706,0.8320183851339245,0.9706877692486436,0.8411308951190848,0.9910240614661014,0.9137769325175151,1.0,,1.0,1.0,0.7853857795527475,0.8761865152754558,0.9956264465279696,0.860887265479677,0.7637547118899632,0.9976525454420979,,1.0,0.5776030061223163,0.9927770628987627,0.985328659464251,0.8399723411314337,0.5
Line1-RT,0.49568019736470587,0.28,Low global pLDDT,0.5,0.5,0.5,0.5,0.5,0.5,0.34304999999999997,0.7309478717130965,0.5840041998012689,,,,0.35,0.2,,0.4,0.8869204367171575,0.35419282225374815,0.3,No confident electropositive surface patch,0.25,0.5,0.5,0.5,0.5,0.15,0.428184192349326,0.35,No confident catalytic acidic cluster,0.25,0.5,0.5,0.5,0.15,1.0,0.4348358166890945,0.35,No confident processive contact path,0.25,0.5,0.5,0.5,0.35,0.5
Ngaro-RT,0.0007928482863105032,1.0,Low global pLDDT,0.008950108932461875,0.009105727923627686,0.0,0.0,0.0,0.6694906727720883,0.7819499999999999,0.23096949350705634,0.2991852106089921,0.41931430237736844,0.5222550843914255,Poor linker geometry to Cas9 anchor,0.6285410105311218,0.19661672291949517,0.4383978039131494,0.1808915685835024,1.0,0.6992447483898229,0.62625,No confident active-site-adjacent electropositive patch,0.35,0.9968587867151706,0.5,0.9706877692486436,0.8411308951190848,0.7771956679114642,0.6185980179919909,0.7725,Catalytic cluster geometry not convincing,0.3,1.0,0.9426758241011313,0.7791621283229098,0.15,0.6170661050201909,0.5385666948668483,0.562912367828185,No confident processive contact path,0.35,0.9346246665744273,0.30511497793287695,0.9812705881537149,0.501727781959898,0.5
Tf1-RT,0.000797480319032871,1.0,Low global pLDDT,0.009100594059405939,0.009367311827956987,0.0,0.0,0.0,0.6072204911814721,0.40575,0.6809386912920941,0.3834124292593901,0.40738165996685566,0.5040133412386595,,0.4010489917154808,0.18858789889851535,0.39430736178336884,0.529635627464994,1.0,0.9355200918558318,0.9813696428328677,,1.0,0.9968587867151706,0.9426758241011313,0.9706877692486436,0.8411308951190848,0.8040972345892439,0.8700966852686951,1.0,,1.0,1.0,0.9401124682701482,0.9017867873738937,0.4,0.8650631043273795,0.6595149047815154,0.9700673148314053,,1.0,0.5038888104728623,0.9078994302504778,0.5779956207017546,0.6771336592050338,0.5
Ty1B-RT,0.0007178634314811862,1.0,Low global pLDDT,0.008137212863705973,0.008199510603588906,0.0,0.0,0.0,0.610329702254303,0.17975000000000002,0.7219050463040488,0.47232158634171917,0.2952461437494272,0.5689783598042977,Likely steric incompatibility with Cas9 context,0.2030523126678581,0.11922942676193507,0.6492801726789156,0.20878822795335306,1.0,0.691183889996558,0.62625,No confident active-site-adjacent electropositive patch,0.35,0.9968587867151706,0.5,0.9706877692486436,0.8411308951190848,0.7334193099102274,0.7279320730284174,1.0,,1.0,1.0,0.827609047821591,0.9241418199787566,0.15,0.4760905748393129,0.768793431587922,0.9250859364668502,,1.0,0.9212896628294649,0.7694951891287701,0.8454468478692523,0.7384531620679391,0.5
Ty3-RT,0.0008442785487178709,1.0,Low global pLDDT,0.009380334728033473,0.009589041095890411,0.0,0.0,0.0,0.6462304497221688,0.6671,0.634555190906512,0.35619336387827233,0.6863180859738087,0.6353918286051141,,0.9464765725379756,0.21281749144681988,0.7454448759963634,0.7088375589553921,1.0,0.8939607568160386,0.9612590503428117,,1.0,0.9968587867151706,0.8807970779778823,0.9706877692486436,0.8411308951190848,0.6856804221451263,0.8656987408705619,1.0,,1.0,1.0,0.8564077315559033,0.9241418199787566,0.40077870409723065,0.9417265521513316,0.6619006942300982,0.8663140559897348,,1.0,0.5523079095743253,0.5886586338145686,0.8643521686469514,0.7600859528879338,0.5
Tyrosinerecomb-RT,0.0007720600930915231,1.0,Low global pLDDT,0.009000988467874794,0.00907636684303351,0.0,0.0,0.0,0.6616175059241662,0.45530000000000004,0.2753812805871972,0.4635241407172448,0.6025468126542695,0.5888111844663818,,0.8833905702577172,0.1348451498133616,0.6903296629477296,0.627074725414941,1.0,0.9127520385345917,0.9454059751685254,,1.0,0.9968587867151706,0.8320183851339245,0.9706877692486436,0.8411308951190848,0.8054460888688876,0.8419206405159185,1.0,,1.0,1.0,0.8034008923168451,0.7297726609473386,0.9927842278508302,0.5243447214551913,0.7211662026450051,0.9130029529109934,,1.0,0.9761073105894171,0.7323167781876722,0.5549789824476299,0.7204531439375492,0.5
Abi-RT,0.0007133301294448077,1.0,Low global pLDDT,0.008625079365079365,0.008727272727272728,0.0,0.0,0.0,0.6390927451628511,0.111275,0.7740169891607597,0.6849598899373736,0.1402801248277983,0.5410793530654017,Likely steric incompatibility with Cas9 context,0.013453851892761605,0.12374004767305183,0.5650581039423814,1.0,1.0,0.8705265332893823,0.9454059751685254,,1.0,0.9968587867151706,0.8320183851339245,0.9706877692486436,0.8411308951190848,0.6355979429325621,0.6420350093406857,1.0,,1.0,1.0,0.7001810562109806,0.6558158058668268,0.15,0.3762802045172265,0.7527772001854536,0.9398519517084789,,1.0,0.9047942014172856,0.814929082179935,0.6449776239541183,0.8299813572353095,0.5
CaMV-RT,0.0008046599938872733,1.0,Low global pLDDT,0.008600879765395895,0.008753582554517133,0.0,0.0,0.0,0.6248683436938843,0.48035,0.6220171875035347,0.5299567467095992,0.34297868739351844,0.5087596769917608,Likely steric incompatibility with Cas9 context,0.32588276487182033,0.10652731538304079,0.48992890459341887,0.336476618552924,1.0,0.8531688713727437,0.9120061305018274,,1.0,0.9968587867151706,0.7292496323133151,0.9525741268224334,0.7310585786300049,0.682302835985832,0.851035178654098,1.0,,1.0,1.0,0.8873471046175279,0.9450874971502057,0.4006014733838164,0.7073453044613954,0.34869115935357886,0.8616282339530432,No confident processive contact path,1.0,0.9346246665744273,0.5742407198555176,0.006532461451379501,0.6988623184940849,0.5
DRG2-RT,0.0008235705955357242,1.0,Low global pLDDT,0.009148511904761906,0.009229391891891892,0.0,0.0,0.0,0.6472887740081045,0.6093999999999999,0.727444411892119,0.24446880946985836,0.23811702776008994,0.5839349248370177,Likely steric incompatibility with Cas9 context,0.07594874861497945,0.14358711065064755,0.6676555317408317,0.3914581667143242,1.0,0.8991473230263471,0.9612590503428117,,1.0,0.9968587867151706,0.8807970779778823,0.9706877692486436,0.8411308951190848,0.7058034144933728,0.7229124455813528,0.7725,Catalytic cluster geometry not convincing,0.3,1.0,0.9168273035060777,0.8278681232970917,0.4117918394961481,1.0,0.7236643400560457,0.8976022895061871,,1.0,0.7790261077798123,0.6849301215574989,0.8374371137813869,0.7221158088449203,0.5
Drg-RT,0.0008360589595195329,1.0,Low global pLDDT,0.00884434250764526,0.008942160278745646,0.0,0.0,0.0,0.646914656922222,0.5104,0.7294695569255689,0.7082643713357413,0.177988340287911,0.5934980927022718,Likely steric incompatibility with Cas9 context,0.0344004098339941,0.14498100320387972,0.6935849759454684,0.33175541565180733,1.0,0.9275749221685152,0.9454059751685254,,1.0,0.9968587867151706,0.8320183851339245,0.9706877692486436,0.8411308951190848,0.8730063688090284,0.9061335849727449,1.0,,1.0,1.0,0.7068935087913296,0.8761865152754558,0.9727946125948657,1.0,0.6890962341534462,0.9275856700049999,,1.0,0.9711271459498924,0.7771866769384613,0.3764685371206393,0.7339438653020955,0.5
TCDM_11122-RT,0.0005433795686979753,1.0,Low global pLDDT,0.008129276315789474,0.00831355633802817,0.0,0.0,0.0,0.5934604786303692,0.016405,0.50550902705636,0.31367155333012886,0.36448168846667006,0.5585658828864366,Likely steric incompatibility with Cas9 context,0.2838335812739235,0.12446186008524486,0.6142978053045741,0.40896680206603725,1.0,0.8860167934149006,0.9454059751685254,,1.0,0.9968587867151706,0.8320183851339245,0.9706877692486436,0.8411308951190848,0.694196127487825,0.8579356224044645,1.0,,1.0,1.0,0.9608342772032357,0.8175744761936437,0.40925212065984284,0.855469325866815,0.6800252270815591,0.9873291518958629,,1.0,0.6736424414917093,0.9610127750641934,0.4013293368370898,0.7938558826199541,0.5
Ec48-RT,0.0006658987196446174,1.0,Low global pLDDT,0.00917960687960688,0.009389645776566757,0.0,0.0,0.0,0.6427278544222015,0.05695,0.6897590328652432,0.465264886097411,0.33600149843202354,0.47237529915737814,Poor linker geometry to Cas9 anchor,0.3883838334763526,0.1815837092249521,0.3109171455104141,0.24388256578126144,1.0,0.919629278888737,0.9742650952169316,,1.0,0.9968587867151706,0.9208156775905589,0.9525741268224334,0.7310585786300049,0.7862662458272212,0.7202052516264283,0.9930458216898352,,1.0,0.9786025282764161,0.7330769429151314,0.8761865152754558,0.15,0.6404179494757442,0.7175987562149866,0.8576385945266081,,1.0,0.9579794147448828,0.561964906235717,0.9977993522246441,0.5013963786218304,0.5
Ec67-RT,0.0007404094239732417,1.0,Low global pLDDT,0.009474402730375427,0.009449633699633699,0.0,0.0,0.0,0.6481509804097528,0.13890000000000002,0.5718771479239352,0.7837364644088773,0.44884453337906544,0.5574808534456717,,0.4029677468347463,0.14681571420458503,0.5888438670687626,0.6580155076378734,1.0,0.9022568324979676,0.9052344368197376,,1.0,0.9968587867151706,0.7084136517530388,0.9525741268224334,0.7310585786300049,0.9290570083145262,0.8759136674387004,1.0,,1.0,1.0,0.8034008923168451,0.8655297808969444,0.8848724797396601,0.621303343414289,0.7641174024963833,0.9836250153950362,,1.0,0.8765329524347759,0.9496154319847266,0.6062968781323956,0.8298524446802757,0.5
Mx65-RT,0.0007252123447545441,1.0,Low global pLDDT,0.008048591549295775,0.008206476683937824,0.0,0.0,0.0,0.6158170345435859,0.2651,0.8004472465588004,0.20242649235153662,0.31415325769383373,0.5633049768010451,Likely steric incompatibility with Cas9 context,0.2728466206801382,0.18234706355706487,0.5699528701602068,0.12877653939110686,1.0,0.904250000277266,0.899241706366474,,1.0,0.9968587867151706,0.6899744811276125,0.9706877692486436,0.8411308951190848,0.9268616251055228,0.904495340695196,1.0,,1.0,1.0,0.8964263311685801,0.7297726609473386,0.8563650834422191,1.0,0.762106065176318,0.9950216851634203,,1.0,0.6488176617526189,0.9846821081951392,0.8332699535368842,0.8515264981719737,0.5
Ne144-RT,0.0006656043128328012,1.0,Low global pLDDT,0.008502729044834307,0.008677801268498944,0.0,0.0,0.0,0.5957804919634716,0.084245,0.8752880113472054,0.2614321840346456,0.10148108905580636,0.5614743954557889,Likely steric incompatibility with Cas9 context,0.008098432228860128,0.12009264649004311,0.6269770548122111,0.327111700465437,1.0,0.9212430991924938,0.9247705546371806,,1.0,0.9968587867151706,0.7685247834990175,0.9706877692486436,0.8411308951190848,0.9133110314228614,0.8736282895240471,1.0,,1.0,1.0,0.8553830549943258,0.6781713019474815,0.8526872756353252,0.9025619158597045,0.8398600303425681,0.9994260694926601,,1.0,0.9579794147448828,0.9982340599774158,0.8999953395410731,0.894523205942822,0.5
Retron86-RT,0.0008140957566871037,1.0,Low global pLDDT,0.009513793103448274,0.009568458781362007,0.0,0.0,0.0,0.6783242798630903,0.40305,0.6407511877110204,0.4166244895049221,0.20464209386957583,0.5707544584026738,Likely steric incompatibility with Cas9 context,0.060741134499704086,0.14492378388180358,0.6286603829829789,0.26303076884906734,1.0,0.6879587143165005,0.62625,No confident active-site-adjacent electropositive patch,0.35,0.9968587867151706,0.5,0.9525741268224334,0.7310585786300049,0.745537050871269,0.9096850799279738,1.0,,1.0,1.0,0.8246609307384499,0.8139849721275887,0.8612457738804359,1.0,0.76554812193892,0.8931204797977952,,1.0,0.9761073105894171,0.6711399378393698,0.9692401800918018,0.6753307630010155,0.5
Rs-RT,0.0007742826794799425,1.0,Low global pLDDT,0.009492465753424656,0.009708333333333334,0.0,0.0,0.0,0.6678839859603032,0.20765,0.6276809855248391,0.6473781254185456,0.1672950669411177,0.509043249204841,Likely steric incompatibility with Cas9 context,0.04925862835382755,0.12539063528113442,0.47187579101841143,0.20866562106250824,1.0,0.8541175847095306,0.8695734895365469,,1.0,0.9968587867151706,0.598687660112452,0.9706877692486436,0.8411308951190848,0.8031438752557101,0.7708835397187614,1.0,,1.0,1.0,0.5328958867041507,0.9241418199787566,0.4,0.7639514335516666,0.6435644902295237,0.7904666106804232,,1.0,0.9957644603591566,0.35528187901668695,0.8971868614121044,0.4583497589504135,0.5
SEN1-RT,0.0007056317131207107,1.0,Low global pLDDT,0.009051935483870966,0.009115555555555556,0.0,0.0,0.0,0.6486027823468714,0.105,0.6905632800061622,0.4875743331260222,0.27179026356988634,0.6274651927336878,Likely steric incompatibility with Cas9 context,0.10980239054802789,0.14428306937639887,0.7913317670055663,0.2999061716406903,1.0,0.9729719347355333,0.9813696428328677,,1.0,0.9968587867151706,0.9426758241011313,0.9706877692486436,0.8411308951190848,0.9784632962563277,0.7914237436411756,0.7725,Catalytic cluster geometry not convincing,0.3,1.0,0.8807970779778823,0.8761865152754558,0.9850630122391918,1.0,0.7911873187786901,0.9323355834029076,,1.0,0.9664307767185175,0.7918017950858697,0.9546208596513089,0.7039346137583433,0.5
Sau1-RT,0.0007032289795368646,1.0,Low global pLDDT,0.008548851774530273,0.008565375854214123,0.0,0.0,0.0,0.6078809016028782,0.122065,0.8791837368408921,0.3921489562173951,0.3430796131483324,0.6031477585548638,Likely steric incompatibility with Cas9 context,0.3244139675433249,0.17041386723932972,0.6957225857745668,0.11871402729187283,1.0,0.9006789317804934,0.9313147576835853,,1.0,0.9968587867151706,0.7886607928725702,0.8807970779778823,0.5825702064623147,0.8928836350295023,0.8578582714216288,0.9798069979665015,,1.0,0.9378676860507738,0.9452929205034201,0.5755558821261196,0.8676635595015341,0.9866027841982855,0.34616154213676636,0.9885391542619836,No confident processive contact path,1.0,0.9507339939159732,0.9647358592676418,0.0026103748203955084,0.8807628036375049,0.5
Thr-RT,0.0007108190247341831,1.0,Low global pLDDT,0.005595033112582782,0.005716843971631206,0.0,0.0,0.0,0.5421184942830887,0.6219,0.5855215486324524,0.48589654017989653,0.2534033470818102,0.6194764266859423,Likely steric incompatibility with Cas9 context,0.1093414550459226,0.12296064604104424,0.7898291444902196,0.22349249179368688,1.0,0.8705961108012614,0.9247705546371806,,1.0,0.9968587867151706,0.7685247834990175,0.9706877692486436,0.8411308951190848,0.6883844927807258,0.7231870206186923,1.0,,1.0,1.0,0.6553000345746406,0.8761865152754558,0.4,0.29673770085391693,0.7555370221409922,0.9835898496471434,,1.0,0.7790261077798123,0.9495072296835179,0.6572763549370266,0.8315625106041925,0.5
Vc95-RT,0.0006353991042853359,1.0,Low global pLDDT,0.00906656050955414,0.009196715328467152,0.0,0.0,0.0,0.6619451466875672,0.04331,0.652257917513102,0.32480348597252845,0.26079212892336023,0.5903858482249078,Likely steric incompatibility with Cas9 context,0.11731916609425078,0.14167661687205316,0.687997235199112,0.250895539925427,1.0,0.8287971685377914,0.9254715661847073,,1.0,0.9968587867151706,0.7706817421067916,0.9525741268224334,0.7310585786300049,0.5585275642281115,0.8139349125661774,1.0,,1.0,1.0,0.7164406204922998,0.7883847000291506,0.40000000391048474,1.0,0.798697274235264,0.9294333460486389,,1.0,0.9761073105894171,0.7828718339958121,0.9828100932242322,0.7426789840866174,0.5
