rt_name,foldability_score,foldability_confidence,foldability_failure_reason,foldability_plddt_mean,foldability_plddt_core,foldability_high_conf_frac,foldability_low_conf_frac,foldability_longest_conf_segment,foldability_contact_density,foldability_thermo_37,foldability_solubility,foldability_instability,fusion_compat_score,fusion_compat_confidence,fusion_compat_failure_reason,fusion_compat_clash_score,fusion_compat_alignment_quality,fusion_compat_active_site_access,fusion_compat_linker_feasibility,fusion_compat_size_penalty,fusion_compat_terminal_accessibility,fusion_compat_core_compactness,fusion_compat_fusion_readiness,substrate_binding_score,substrate_binding_confidence,substrate_binding_failure_reason,substrate_binding_path_detected,substrate_binding_path_positive_continuity,substrate_binding_path_openness,substrate_binding_path_extension,substrate_binding_catalytic_accessibility,substrate_binding_steric_crowding_penalty,substrate_binding_hydrophobic_interrupt,substrate_binding_track_to_thumb,catalytic_score,catalytic_confidence,catalytic_failure_reason,catalytic_acidic_cluster_detected,catalytic_acidic_cluster_compactness,catalytic_acidic_cluster_exposure,catalytic_catalytic_neighborhood,catalytic_motif_context,catalytic_esm_if_quality,processivity_score,processivity_confidence,processivity_failure_reason,processivity_track_detected,processivity_path_positive_density,processivity_path_extension,processivity_path_catalytic_proximity,processivity_structural_sim,processivity_thumb_support,processivity_path_openness,processivity_steric_crowding_penalty,processivity_hydrophobic_interrupt
Bel-RT,0.0008424648610331855,1.0,Low global pLDDT,0.009495689655172414,0.009493396226415094,0.0,0.0,0.0,0.7048891806280593,0.6883999999999999,0.39370351251110797,0.5011901917175452,0.3818154024467232,0.49810890353804915,Likely steric incompatibility with Cas9 context,0.3258644724494817,0.1883419104034792,0.6486965718605371,0.2231156611825466,1.0,0.5396590265185457,0.5,0.15539713188818038,0.6586380622277413,0.7282762120589468,No confident catalytic-adjacent substrate path,1.0,0.8765329524347759,0.7645565157269258,0.6417551243006453,0.2873938539004449,0.837923334493486,0.9037844582893072,0.4502987053450653,0.8548373776578946,0.9953135062310728,,1.0,0.9855800191725316,0.847739664244691,0.6235111868294204,0.8414540942741127,0.9190970521843689,0.10735453887615434,0.8065089139091414,No confident processive contact path,1.0,0.8765329524347759,0.6417551243006453,2.0013817412471447e-07,0.5,0.4652090937415456,0.7645565157269258,0.837923334493486,0.9037844582893072
CHLRE,0.0007635786363725894,1.0,Low global pLDDT,0.00796866485013624,0.008300305810397554,0.0,0.0,0.0,0.6670389421028468,0.8951,0.15604167452680556,0.33721675986427774,0.2458207967663589,0.48625513169703105,Likely steric incompatibility with Cas9 context,0.05032204853579263,0.15465480962862846,0.576516837449246,0.2978735398005949,1.0,0.6344534592011873,0.5,0.21384887971024974,0.7996823759818629,0.8951621082825122,,1.0,0.8765329524347759,0.7376479977817895,0.6328600588895279,0.800888919203723,0.771056378226556,0.9037844582893072,0.7263207231812973,0.5689757484966268,0.7725,Catalytic cluster geometry not convincing,0.3,1.0,0.8807970779778823,0.7102611464481597,0.15,0.36861802726659904,0.7663433076258227,0.846444989108561,,1.0,0.8765329524347759,0.6328600588895279,0.99412702743389,0.5,0.6584245062269081,0.7376479977817895,0.771056378226556,0.9037844582893072
FoxC-RT,0.0007166746564085905,1.0,Low global pLDDT,0.005863117870722433,0.006059465020576132,0.0,0.0,0.0,0.5856490997989546,0.6777,0.5909978580383981,0.266135761437669,0.28292221215743074,0.5437917351664333,Likely steric incompatibility with Cas9 context,0.10072764281837161,0.14793530594537385,0.6542335101515393,0.12136832893135759,1.0,0.7655310864776944,0.5,0.3729981245688202,0.7320592280717775,0.8297473665226087,,1.0,0.8765329524347759,0.7571760371800524,0.5121137695274155,0.5996127907117124,0.85640103125154,0.9037844582893072,0.4947713223699405,0.7388155079523917,0.9969901107881324,,1.0,0.9907388024250229,0.8433729798182608,0.7582164511514605,0.40000000011182435,0.30323290985820006,0.7195321962109752,0.8073384754731215,,1.0,0.8765329524347759,0.5121137695274155,0.8565897009368575,0.5,0.5986791941946839,0.7571760371800524,0.85640103125154,0.9037844582893072
Gate-RT,0.0008230785947674033,1.0,Low global pLDDT,0.009139961759082217,0.00919254658385093,0.0,0.0,0.0,0.6836408295660173,0.7271000000000001,0.4619608946897345,0.2713390501194261,0.5548253952274222,0.5004603783723731,Active site poorly positioned in PE context,0.8484711052331093,0.17850122576931246,0.6709257332298529,0.6387084667099722,1.0,0.5982890559685662,0.5,0.15241455449032734,0.7162743273235463,0.7454174085056744,No confident catalytic-adjacent substrate path,1.0,0.9306271824898172,0.7368315752763924,0.9807678808394187,0.2860417667584114,0.757011372822882,0.8194650368697065,0.8390162879543765,0.8668232396186125,1.0,,1.0,1.0,0.6528330882088768,0.8655297808969444,0.9715551376669406,0.7720930849733071,0.2817168078138533,0.946877034383075,No confident processive contact path,1.0,0.9306271824898172,0.9807678808394187,0.0003774256070588072,0.5,0.7740492009286198,0.7368315752763924,0.757011372822882,0.8194650368697065
Gypsy-RT,0.0008070619247198646,1.0,Low global pLDDT,0.008931130063965885,0.009145687645687645,0.0,0.0,0.0,0.682999465789909,0.4074,0.56769722224808,0.5856860595421237,0.40685383829057464,0.5429764997792572,Likely steric incompatibility with Cas9 context,0.2507380187984987,0.18668300302803037,0.8205222425180108,0.3810869530750938,1.0,0.647817972339637,0.5,0.16470075357098773,0.7954981630659403,0.8410586018322044,,1.0,0.6885466133829796,0.831812175706824,0.7782933732049397,0.8224029307161109,0.8621583430350643,0.9037844582893072,0.5486379307318165,0.9137769325175151,1.0,,1.0,1.0,0.7853857795527475,0.8761865152754558,0.9956264465279696,0.860887265479677,0.7303487694365667,0.8537090650978212,,1.0,0.6885466133829796,0.7782933732049397,0.7494138677887517,0.5,0.5465176964773115,0.831812175706824,0.8621583430350643,0.9037844582893072
Line1-RT,0.49568019736470587,0.28,Low global pLDDT,0.5,0.5,0.5,0.5,0.5,0.5,0.34304999999999997,0.7309478717130965,0.5840041998012689,,,,0.35,0.2,,0.4,0.8869204367171575,0.5,0.5,0.5,0.3944348491373066,0.5579999999999999,No confident catalytic-adjacent substrate path,0.35,0.35,0.5,0.5,0.29,0.5,0.5,0.35,0.428184192349326,0.35,No confident catalytic acidic cluster,0.25,0.5,0.5,0.5,0.15,1.0,0.41240407311035326,0.61,No confident processive contact path,0.35,0.35,0.5,0.35,0.5,0.35,0.5,0.5,0.5
Ngaro-RT,0.0007928482863105032,1.0,Low global pLDDT,0.008950108932461875,0.009105727923627686,0.0,0.0,0.0,0.6694906727720883,0.7819499999999999,0.23096949350705634,0.2991852106089921,0.4197780002750887,0.4582632042193923,Poor linker geometry to Cas9 anchor,0.6285410105311218,0.19661672291949517,0.4383978039131494,0.1808915685835024,1.0,0.6335215064906385,0.5,0.19803829004492474,0.6780457861752045,0.8590202759941509,,1.0,0.9346246665744273,0.7527048970415763,0.28180159819650014,0.6315915672537291,0.9088770389851438,0.9037844582893072,0.3296794642579925,0.6185980179919909,0.7725,Catalytic cluster geometry not convincing,0.3,1.0,0.9426758241011313,0.7791621283229098,0.15,0.6170661050201909,0.5387507214552487,0.5720938130974625,No confident processive contact path,0.35,0.9346246665744273,0.28180159819650014,0.7522736675053274,0.5,0.3932467699456347,0.7527048970415763,0.9088770389851438,0.9037844582893072
Tf1-RT,0.000797480319032871,1.0,Low global pLDDT,0.009100594059405939,0.009367311827956987,0.0,0.0,0.0,0.6072204911814721,0.40575,0.6809386912920941,0.3834124292593901,0.43721216360941806,0.45871371655419135,Active site poorly positioned in PE context,0.4010489917154808,0.18858789889851535,0.39430736178336884,0.529635627464994,1.0,0.9524422337011673,0.5,0.2519596055348815,0.719025164587898,0.8712102609441076,,1.0,0.8115326747861805,0.6644645986755738,0.4484832838957336,0.7921912050418427,0.8807970779778824,0.7497243803875722,0.4514865717477883,0.8700966852686951,1.0,,1.0,1.0,0.9401124682701482,0.9017867873738937,0.4,0.8650631043273795,0.586909435546495,0.6142301748924901,No confident processive contact path,0.35,0.8115326747861805,0.4484832838957336,0.9817017214883468,0.5,0.42104060022345174,0.6644645986755738,0.8807970779778824,0.7497243803875722
Ty1B-RT,0.0007178634314811862,1.0,Low global pLDDT,0.008137212863705973,0.008199510603588906,0.0,0.0,0.0,0.610329702254303,0.17975000000000002,0.7219050463040488,0.47232158634171917,0.3499637466969358,0.5092957215889281,Likely steric incompatibility with Cas9 context,0.2030523126678581,0.11922942676193507,0.6492801726789156,0.20878822795335306,1.0,0.9629656310414836,0.5,0.26867328691486186,0.773811379101775,0.7893939706347544,,1.0,0.9212896628294649,0.7735174959906269,0.8815121863640251,0.43069178527747154,0.8649635770771976,0.9037844582893072,0.7968087886976424,0.7279320730284174,1.0,,1.0,1.0,0.827609047821591,0.9241418199787566,0.15,0.4760905748393129,0.770422995965184,0.9137123880737732,,1.0,0.9212896628294649,0.8815121863640251,0.5509882646821023,0.5,0.7202372970533897,0.7735174959906269,0.8649635770771976,0.9037844582893072
Ty3-RT,0.0008442785487178709,1.0,Low global pLDDT,0.009380334728033473,0.009589041095890411,0.0,0.0,0.0,0.6462304497221688,0.6671,0.634555190906512,0.35619336387827233,0.6456690051341519,0.5621350618111312,Active site poorly positioned in PE context,0.9464765725379756,0.21281749144681988,0.7454448759963634,0.7088375589553921,1.0,0.8496462124464286,0.5,0.2902778798013411,0.5072529081657985,0.6058946923435733,No confident catalytic-adjacent substrate path,1.0,0.7130001627522816,0.6552186626447946,0.8059614408867681,0.07436812138179033,0.8455347349164654,0.8084546514385325,0.7459712091986136,0.8656987408705619,1.0,,1.0,1.0,0.8564077315559033,0.9241418199787566,0.40077870409723065,0.9417265521513316,0.5688689526919094,0.9039958404115692,No confident processive contact path,1.0,0.7130001627522816,0.8059614408867681,0.10568395619025002,0.5,0.7509424379358587,0.6552186626447946,0.8455347349164654,0.8084546514385325
Tyrosinerecomb-RT,0.0007720600930915231,1.0,Low global pLDDT,0.009000988467874794,0.00907636684303351,0.0,0.0,0.0,0.6616175059241662,0.45530000000000004,0.2753812805871972,0.4635241407172448,0.5646425186576004,0.5190155870232569,Active site poorly positioned in PE context,0.8833905702577172,0.1348451498133616,0.6903296629477296,0.627074725414941,1.0,0.577126751625978,0.5,0.2508875353319366,0.7423048864503846,0.851577935981845,,1.0,0.5523079095743253,0.6976294124401387,0.6526269668052668,0.991008816523659,0.8807970779778824,0.9037844582893072,0.5148043026894672,0.8419206405159185,1.0,,1.0,1.0,0.8034008923168451,0.7297726609473386,0.9927842278508302,0.5243447214551913,0.7062134435889968,0.8336666363266605,,1.0,0.5523079095743253,0.6526269668052668,0.9923095751403486,0.5,0.5796805854716285,0.6976294124401387,0.8807970779778824,0.9037844582893072
Abi-RT,0.0007133301294448077,1.0,Low global pLDDT,0.008625079365079365,0.008727272727272728,0.0,0.0,0.0,0.6390927451628511,0.111275,0.7740169891607597,0.6849598899373736,0.20255089918869343,0.4951348858702145,Likely steric incompatibility with Cas9 context,0.013453851892761605,0.12374004767305183,0.5650581039423814,1.0,1.0,0.5992044334914012,0.5,0.2917413918654247,0.7169347772802894,0.7400975005636885,No confident catalytic-adjacent substrate path,1.0,0.9047942014172856,0.7182129231727652,0.913168622287882,0.2955058003171408,0.8411308951190848,0.9037844582893072,0.8736480738231809,0.6420350093406857,1.0,,1.0,1.0,0.7001810562109806,0.6558158058668268,0.15,0.3762802045172265,0.7485412177025994,0.9374830158870108,,1.0,0.9047942014172856,0.913168622287882,0.42215114331020115,0.5,0.7982914510367829,0.7182129231727652,0.8411308951190848,0.9037844582893072
CaMV-RT,0.0008046599938872733,1.0,Low global pLDDT,0.008600879765395895,0.008753582554517133,0.0,0.0,0.0,0.6248683436938843,0.48035,0.6220171875035347,0.5299567467095992,0.3833348969192134,0.456057916137267,Likely steric incompatibility with Cas9 context,0.32588276487182033,0.10652731538304079,0.48992890459341887,0.336476618552924,1.0,0.9011360134312852,0.5,0.22777544457260845,0.6096208840223831,0.8457493661449627,,1.0,0.8765329524347759,0.7231530730726489,0.16361057030711276,0.6488497126266477,0.8175744761936437,0.9037844582893072,0.2917295824981647,0.851035178654098,1.0,,1.0,1.0,0.8873471046175279,0.9450874971502057,0.4006014733838164,0.7073453044613954,0.4965875911793922,0.5508367970365142,No confident processive contact path,0.35,0.8765329524347759,0.16361057030711276,0.9264985370496279,0.5,0.4133284929383375,0.7231530730726489,0.8175744761936437,0.9037844582893072
DRG2-RT,0.0008235705955357242,1.0,Low global pLDDT,0.009148511904761906,0.009229391891891892,0.0,0.0,0.0,0.6472887740081045,0.6093999999999999,0.727444411892119,0.24446880946985836,0.2953536652383528,0.5358979059027291,Likely steric incompatibility with Cas9 context,0.07594874861497945,0.14358711065064755,0.6676555317408317,0.3914581667143242,1.0,0.5966801130801639,0.5,0.33234898121943757,0.7328396604604309,0.8759488720984371,,1.0,0.9915071371483557,0.5833654607012155,0.5123312053968997,0.6267970846929893,0.8455347349164654,0.9037844582893072,0.5882917485261051,0.7229124455813528,0.7725,Catalytic cluster geometry not convincing,0.3,1.0,0.9168273035060777,0.8278681232970917,0.4117918394961481,1.0,0.7264095693863815,0.8144148173067378,,1.0,0.9915071371483557,0.5123312053968997,0.8870016642070219,0.5,0.631121797557275,0.5833654607012155,0.8455347349164654,0.9037844582893072
Drg-RT,0.0008360589595195329,1.0,Low global pLDDT,0.00884434250764526,0.008942160278745646,0.0,0.0,0.0,0.646914656922222,0.5104,0.7294695569255689,0.7082643713357413,0.23848437706091702,0.5494130810310399,Likely steric incompatibility with Cas9 context,0.0344004098339941,0.14498100320387972,0.6935849759454684,0.33175541565180733,1.0,0.526454979899247,0.5,0.35908634497481173,0.7762955507167567,0.9272493936113483,,1.0,0.927124363403659,0.6858703275334701,0.48818954943361675,0.8490276169389512,0.8175744761936437,0.9037844582893072,0.6037893549965028,0.9061335849727449,1.0,,1.0,1.0,0.7068935087913296,0.8761865152754558,0.9727946125948657,1.0,0.6176167932505563,0.6529803731426611,No confident processive contact path,0.35,0.927124363403659,0.48818954943361675,0.8037575866307406,0.5,0.5601814035325119,0.6858703275334701,0.8175744761936437,0.9037844582893072
TCDM_11122-RT,0.0005433795686979753,1.0,Low global pLDDT,0.008129276315789474,0.00831355633802817,0.0,0.0,0.0,0.5934604786303692,0.016405,0.50550902705636,0.31367155333012886,0.4325998406667607,0.5940107566265683,Likely steric incompatibility with Cas9 context,0.2838335812739235,0.12446186008524486,0.6142978053045741,0.40896680206603725,1.0,0.8922298981548762,0.5,0.637283361116454,0.3203398220573448,0.6666000587962151,No confident catalytic-adjacent substrate path,1.0,0.9695279667353559,0.699245064698849,0.623511196911263,0.004626060329921401,0.8807970779778824,0.9037844582893072,0.6030428369660896,0.8579356224044645,1.0,,1.0,1.0,0.9608342772032357,0.8175744761936437,0.40925212065984284,0.855469325866815,0.11045536496352025,0.8230201748615386,No confident processive contact path,1.0,0.9695279667353559,0.623511196911263,6.758919117684167e-21,0.5,0.5596588409112228,0.699245064698849,0.8807970779778824,0.9037844582893072
Ec48-RT,0.0006658987196446174,1.0,Low global pLDDT,0.00917960687960688,0.009389645776566757,0.0,0.0,0.0,0.6427278544222015,0.05695,0.6897590328652432,0.465264886097411,0.3705141193058157,0.4318203788047516,Poor linker geometry to Cas9 anchor,0.3883838334763526,0.1815837092249521,0.3109171455104141,0.24388256578126144,1.0,0.8597011409003847,0.5,0.23478066048364016,0.637951474983485,0.7265810010964064,No confident catalytic-adjacent substrate path,1.0,0.9579794147448828,0.7302377611011828,0.6924131794691634,0.20073135785944488,0.8296760813561542,0.9037844582893072,0.5571135578944055,0.7202052516264283,0.9930458216898352,,1.0,0.9786025282764161,0.7330769429151314,0.8761865152754558,0.15,0.6404179494757442,0.5799491174107207,0.8239350784989701,No confident processive contact path,1.0,0.9579794147448828,0.6924131794691634,0.13675908265634984,0.5,0.4949794905260838,0.7302377611011828,0.8296760813561542,0.9037844582893072
Ec67-RT,0.0007404094239732417,1.0,Low global pLDDT,0.009474402730375427,0.009449633699633699,0.0,0.0,0.0,0.6481509804097528,0.13890000000000002,0.5718771479239352,0.7837364644088773,0.43060441361602597,0.4740960550867765,Active site poorly positioned in PE context,0.4029677468347463,0.14681571420458503,0.5888438670687626,0.6580155076378734,1.0,0.416539696655222,0.5,0.1607246390737584,0.8162416686735691,0.8258409859898004,,1.0,0.8765329524347759,0.7102808879140386,0.9847898484306282,0.5875931583030716,0.8519528019683105,0.9037844582893072,0.9307876146970494,0.8759136674387004,1.0,,1.0,1.0,0.8034008923168451,0.8655297808969444,0.8848724797396601,0.621303343414289,0.7731524838888054,0.9564093367981139,,1.0,0.8765329524347759,0.9847898484306282,0.49308131204748795,0.5,0.8140224752529746,0.7102808879140386,0.8519528019683105,0.9037844582893072
Mx65-RT,0.0007252123447545441,1.0,Low global pLDDT,0.008048591549295775,0.008206476683937824,0.0,0.0,0.0,0.6158170345435859,0.2651,0.8004472465588004,0.20242649235153662,0.35897728713403765,0.5199087487345668,Likely steric incompatibility with Cas9 context,0.2728466206801382,0.18234706355706487,0.5699528701602068,0.12877653939110686,1.0,0.7435063109136844,0.5,0.3273350612209955,0.6799306739375124,0.7447798680336553,No confident catalytic-adjacent substrate path,1.0,0.9865247445361236,0.8226580137335202,0.7590161347413367,0.22818254172127708,0.8621583430350643,0.9037844582893072,0.5482669368386062,0.904495340695196,1.0,,1.0,1.0,0.8964263311685801,0.7297726609473386,0.8563650834422191,1.0,0.11610416152409965,0.8521410447011953,No confident processive contact path,1.0,0.9865247445361236,0.7590161347413367,2.3936935480195986e-13,0.5,0.5585579177257187,0.8226580137335202,0.8621583430350643,0.9037844582893072
